target_role,student_id,age,gender,city,state,pincode,education_level,institution,institution_tier,major,graduation_year,gpa,gpa_rounded,skills,skills_count,has_python,has_java,has_javascript,has_sql,projects_count,projects,internships_count,internship_companies,has_internship,premium_internship,work_experience_years,experience_level,has_experience,certifications,certifications_count,has_certification,has_github,has_linkedin,online_presence_score,expected_salary_lpa,willing_to_relocate,preferred_locations,education_experience_score,skill_certification_score,overall_profile_score,data_version
DevOps Engineer,STU004218,18,Male,Ahmedabad,Gujarat,534451,Bachelor's,IIT Kharagpur,Tier-1,Information Technology,2025,9.72,10,"AWS, Docker, CI/CD, Ansible, Terraform, Kubernetes, Git",7,0,0,0,0,2,Weather App - 2024 | Weather App - 2023,2,"CRED, Paytm",1,0,1.0,Junior,1,"HashiCorp Certification, Certified Kubernetes Administrator",2,1,1,1,1.0,13.12,0,"Chennai, Hyderabad",1.17,1.17,0.71,0cd8875c
Web Developer,STU001671,22,Male,Kolkata,West Bengal,773842,Bachelor's,Shiv Nadar University,Tier-2,Web Development,2024,7.66,8,"MongoDB, Redux, Node.js, Express, React, HTML",6,0,0,0,0,2,Weather App - 2024 | Weather App - 2021,3,"Google, Paytm, Wipro",1,1,2.6,Mid-Level,1,None,0,0,1,1,1.0,6.29,0,"Bangalore, Chennai",1.16,0.6,0.56,0cd8875c
Electrical Engineer,STU004794,22,Female,Kolkata,West Bengal,389962,Bachelor's,IIT BHU,Tier-1,Electrical Engineering,2027,8.98,9,"Power Systems, PLC, VLSI, Embedded Systems, Circuit Design, MATLAB, Simulink",7,0,0,0,0,3,Circuit Design - 2020 | Circuit Design - 2024 | Bridge Design - 2020,2,"Schneider Electric, Reliance",1,0,0.0,Fresher,0,IEEE Certification,1,1,0,1,0.5,6.0,1,"Hyderabad, Bangalore",0.9,0.93,0.61,0cd8875c
Civil Engineer,STU004483,26,Male,Ahmedabad,Gujarat,949928,Bachelor's,IIT Delhi,Tier-1,Civil Engineering,2027,9.38,9,"Construction Management, Project Management, Revit, STAAD Pro, Surveying, Structural Analysis, AutoCAD",7,0,0,0,0,4,Building Plan - 2023 | Circuit Design - 2020 | Building Plan - 2022 | Building Plan - 2022,1,Reliance,1,0,0.0,Fresher,0,"Project Management Professional, AutoCAD Certified Professional",2,1,0,1,0.5,4.63,1,"Delhi-NCR, Bangalore, Pune",0.94,1.17,0.67,0cd8875c
HR Generalist,STU002046,25,Female,Ahmedabad,Gujarat,311595,Bachelor's,Christ University,Tier-2,Psychology,2026,6.33,6,"Employee Relations, Excel, Performance Management, Training, HR Policies, Recruitment, Communication",7,0,0,0,0,4,Marketing Campaign - 2020 | HR Policy - 2023 | HR Policy - 2023 | Market Analysis - 2023,2,"Rivigo, SAP",1,0,0.9,Junior,1,SHRM Certified,1,1,0,1,0.5,5.86,1,"Mumbai, Chennai",0.75,0.93,0.55,0cd8875c
Marketing Specialist,STU006557,24,Male,Jaipur,Rajasthan,103444,Bachelor's,Hyderabad University,Tier-2,Mass Communication,2028,7.87,8,"Google Analytics, Email Marketing, SEO, PPC, Social Media, Content Marketing",6,0,0,0,0,5,Market Analysis - 2023 | Market Analysis - 2020 | HR Policy - 2020 | Marketing Campaign - 2023 | Financial Model - 2022,0,None,0,0,0.0,Fresher,0,"SEMrush Certification, Facebook Blueprint, HubSpot Content Marketing",3,1,0,1,0.5,5.84,0,"Bangalore, Delhi-NCR, Mumbai",0.79,1.2,0.64,0cd8875c
Business Analyst,STU002457,18,Female,Hyderabad,Telangana,313894,Bachelor's,BHU,Tier-2,Economics,2028,8.39,8,"Tableau, Data Analysis, Requirements Gathering, Power BI, Stakeholder Management, Excel, Visio, SQL",8,0,0,0,1,2,HR Policy - 2021 | HR Policy - 2022,1,TCS,1,0,0.0,Fresher,0,Certified Business Analysis Professional,1,1,0,1,0.5,10.12,0,Chennai,0.84,1.07,0.62,0cd8875c
Machine Learning Engineer,STU008065,26,Female,Jaipur,Rajasthan,135979,Master's,IIT Guwahati,Tier-1,Computer Science,2027,9.52,10,"Scikit-learn, Python, Deep Learning, TensorFlow, MLOps, PyTorch, NLP",7,1,0,0,0,2,Weather App - 2023 | E-commerce Platform - 2023,0,None,0,0,0.0,Fresher,0,"NVIDIA DLI Certifications, AWS Certified Machine Learning",2,1,1,1,1.0,20.94,1,"Pune, Delhi-NCR",0.95,1.17,0.67,0cd8875c
Software Engineer,STU008520,21,Female,Kolkata,West Bengal,681700,Bachelor's,IIIT Pune,Tier-2,Information Technology,2027,7.07,7,"Algorithms, SQL, Python, Java, Microservices, Data Structures, Git, REST APIs, Docker, C++",10,1,1,0,1,3,Weather App - 2023 | Social Media App - 2023 | Social Media App - 2020,1,Razorpay,1,0,0.0,Fresher,0,"AWS Certified Developer, Microsoft Certified: Azure Developer",2,1,1,1,1.0,11.18,0,"Hyderabad, Bangalore",0.71,1.67,0.69,0cd8875c
Electrical Engineer,STU002664,19,Female,Mumbai,Maharashtra,497440,Bachelor's,NIT Surathkal,Tier-2,Electrical Engineering,2028,9.03,9,"Embedded Systems, MATLAB, Power Systems, VLSI, Simulink, PLC, Circuit Design",7,0,0,0,0,5,Bridge Design - 2022 | Circuit Design - 2022 | Thermal Analysis - 2022 | Thermal Analysis - 2020 | Bridge Design - 2024,0,None,0,0,0.0,Fresher,0,"MATLAB Certified, PLC Programming Certificate, IEEE Certification",3,1,0,1,0.5,6.95,1,"Delhi-NCR, Hyderabad",0.9,1.4,0.71,0cd8875c
Data Scientist,STU000787,22,Female,Ahmedabad,Gujarat,850108,Bachelor's,IIT Delhi,Tier-1,Computer Science,2026,7.23,7,"R, NumPy, TensorFlow, Pandas, Tableau, Python, SQL, Data Visualization, Machine Learning, Statistics",10,1,0,0,1,3,Social Media App - 2022 | Task Manager - 2020 | E-commerce Platform - 2022,4,"Freshworks, Freshworks, VMware, Oracle",1,0,0.8,Junior,1,AWS Certified Data Analytics,1,1,1,1,1.0,11.29,0,"Mumbai, Delhi-NCR",0.84,1.33,0.67,0cd8875c
Civil Engineer,STU008066,19,Female,Ahmedabad,Gujarat,402244,Bachelor's,IIT Guwahati,Tier-1,Construction Technology,2028,8.3,8,"Project Management, STAAD Pro, Surveying, Construction Management, Structural Analysis, AutoCAD",6,0,0,0,0,5,Bridge Design - 2024 | Thermal Analysis - 2021 | Building Plan - 2022 | Bridge Design - 2020 | Bridge Design - 2021,1,Schneider Electric,1,0,0.0,Fresher,0,AutoCAD Certified Professional,1,1,0,1,0.5,6.97,0,"Mumbai, Chennai, Delhi-NCR",0.83,0.8,0.56,0cd8875c
Product Manager,STU005381,26,Male,Jaipur,Rajasthan,873496,Master's,IIM Lucknow,Tier-1,Computer Science,2025,7.16,7,"MVP Development, Product Strategy, Agile, JIRA, Wireframing, Analytics, Market Research, User Stories",8,0,0,0,0,3,Financial Model - 2024 | Marketing Campaign - 2023 | Financial Model - 2021,2,"Unacademy, PwC",1,0,1.5,Junior,1,"Pragmatic Institute Certification, Google Project Management",2,1,0,1,0.5,30.85,0,Hyderabad,0.93,1.33,0.68,0cd8875c
Marketing Specialist,STU008073,24,Female,Bangalore,Karnataka,894086,Bachelor's,NMIMS,Tier-2,Mass Communication,2026,7.88,8,"Google Analytics, Email Marketing, Social Media, Brand Management, PPC, SEO, Content Marketing",7,0,0,0,0,3,HR Policy - 2021 | Financial Model - 2021 | Marketing Campaign - 2020,2,"PhysicsWallah, Wipro",1,0,0.4,Junior,1,Google Analytics Certification,1,1,0,1,0.5,5.93,1,Hyderabad,0.85,0.93,0.59,0cd8875c
Marketing Specialist,STU004781,22,Male,Bangalore,Karnataka,274635,Bachelor's,Symbiosis International,Tier-2,Marketing,2024,7.62,8,"Email Marketing, Google Analytics, PPC, Brand Management, Content Marketing, SEO",6,0,0,0,0,2,Financial Model - 2020 | Marketing Campaign - 2021,2,"EY, VMware",1,0,2.0,Mid-Level,1,HubSpot Content Marketing,1,1,0,1,0.5,7.93,1,"Chennai, Bangalore, Delhi-NCR",1.07,0.8,0.59,0cd8875c
Mechanical Engineer,STU008016,19,Female,Pune,Maharashtra,894393,Master's,IIT Hyderabad,Tier-1,Mechanical Engineering,2025,8.6,9,"FEA, AutoCAD, Manufacturing, CATIA, SolidWorks, Fluid Mechanics, Thermodynamics",7,0,0,0,0,3,Building Plan - 2020 | Building Plan - 2020 | Thermal Analysis - 2023,1,Tata Motors,1,0,1.9,Junior,1,None,0,0,0,1,0.5,9.29,1,"Hyderabad, Delhi-NCR",1.19,0.7,0.6,0cd8875c
Research Scientist,STU004369,26,Male,Chennai,Tamil Nadu,940977,Diploma,Madras University,Tier-2,Physics,2025,6.78,7,"Research Methodology, Python, R, Lab Techniques, Data Analysis, Grant Writing, Technical Writing",7,1,0,0,0,3,Data Collection - 2024 | Research Paper - 2024 | Research Paper - 2021,4,"Cisco, ShareChat, SAP, Deloitte",1,0,1.4,Junior,1,"Clinical Research Certification, Research Ethics Certification",2,1,0,1,0.5,4.9,1,Mumbai,0.87,1.17,0.63,0cd8875c
Electrical Engineer,STU004436,18,Male,Mumbai,Maharashtra,769496,Bachelor's,Thapar University,Tier-2,Electronics Engineering,2028,7.11,7,"Simulink, MATLAB, Circuit Design, Embedded Systems, VLSI, PLC, Power Systems",7,0,0,0,0,5,Bridge Design - 2023 | Building Plan - 2020 | Circuit Design - 2021 | Circuit Design - 2020 | Building Plan - 2024,1,Schneider Electric,1,0,0.0,Fresher,0,Certified Automation Professional,1,1,0,0,0.0,6.66,1,Chennai,0.71,0.93,0.55,0cd8875c
Software Engineer,STU007932,22,Female,Mumbai,Maharashtra,986882,Bachelor's,NIT Calicut,Tier-2,Computer Science,2028,6.32,6,"SQL, Git, Java, Docker, C++, Data Structures",6,0,1,0,1,2,Social Media App - 2024 | Task Manager - 2024,1,Microsoft,1,1,0.0,Fresher,0,Oracle Certified Professional,1,1,1,1,1.0,8.65,0,Mumbai,0.63,0.8,0.5,0cd8875c
DevOps Engineer,STU000486,18,Female,Ahmedabad,Gujarat,369311,Bachelor's,IIT Kharagpur,Tier-1,Computer Science,2026,7.82,8,"Jenkins, Terraform, Monitoring, Docker, CI/CD, AWS, Ansible",7,0,0,0,0,3,Task Manager - 2021 | Social Media App - 2024 | Task Manager - 2020,1,Microsoft,1,1,0.5,Junior,1,HashiCorp Certification,1,1,1,1,1.0,10.08,1,Delhi-NCR,0.86,0.93,0.59,0cd8875c
Research Scientist,STU000397,25,Female,Pune,Maharashtra,589216,Bachelor's,JNU,Tier-2,Biotechnology,2024,6.37,6,"Technical Writing, Research Methodology, Data Analysis, Python, R, Lab Techniques, Grant Writing",7,1,0,0,0,5,Research Paper - 2022 | Data Collection - 2024 | Lab Experiment - 2021 | Research Paper - 2024 | Data Collection - 2021,1,Zerodha,1,0,2.2,Mid-Level,1,Clinical Research Certification,1,1,0,1,0.5,9.07,1,"Pune, Chennai, Bangalore",0.92,0.93,0.59,0cd8875c
DevOps Engineer,STU006915,23,Female,Kolkata,West Bengal,917792,Bachelor's,IIT Guwahati,Tier-1,Information Technology,2027,8.59,9,"Terraform, Linux, Monitoring, CI/CD, Jenkins, Kubernetes, Docker, AWS, Ansible, Git",10,0,0,0,0,2,Social Media App - 2022 | E-commerce Platform - 2020,0,None,0,0,0.0,Fresher,0,Certified Kubernetes Administrator,1,1,0,0,0.0,10.6,1,Pune,0.86,1.33,0.69,0cd8875c
Civil Engineer,STU007421,22,Female,Hyderabad,Telangana,779410,Bachelor's,NIT Calicut,Tier-2,Civil Engineering,2027,8.61,9,"Project Management, Revit, Structural Analysis, Surveying, AutoCAD, STAAD Pro, Construction Management",7,0,0,0,0,5,Bridge Design - 2023 | Bridge Design - 2022 | Bridge Design - 2022 | Building Plan - 2022 | Thermal Analysis - 2023,1,ABB,1,0,0.0,Fresher,0,"OSHA Certification, LEED Green Associate, Project Management Professional",3,1,0,1,0.5,6.54,1,Pune,0.86,1.4,0.7,0cd8875c
Web Developer,STU008271,25,Female,Delhi,Delhi,241197,Bachelor's,NIT Calicut,Tier-2,Web Development,2027,9.16,9,"HTML, TypeScript, Redux, JavaScript, Node.js, MongoDB",6,0,0,1,0,5,Task Manager - 2020 | E-commerce Platform - 2022 | Weather App - 2023 | E-commerce Platform - 2020 | Weather App - 2021,0,None,0,0,0.0,Fresher,0,None,0,0,0,0,0.0,6.34,1,"Delhi-NCR, Mumbai, Pune",0.92,0.6,0.53,0cd8875c
Mechanical Engineer,STU001715,18,Female,Kolkata,West Bengal,616979,Master's,IIT Kharagpur,Tier-1,Automobile Engineering,2025,8.62,9,"SolidWorks, AutoCAD, Manufacturing, FEA, CATIA, Thermodynamics, Fluid Mechanics",7,0,0,0,0,3,Bridge Design - 2024 | Thermal Analysis - 2020 | Bridge Design - 2023,4,"Bajaj Auto, Bajaj Auto, Bajaj Auto, Siemens",1,0,1.1,Junior,1,ASME Certification,1,1,0,1,0.5,9.19,1,Chennai,1.05,0.93,0.63,0cd8875c
HR Generalist,STU006490,25,Female,Ahmedabad,Gujarat,168611,Master's,XLRI Jamshedpur,Tier-2,Psychology,2025,7.59,8,"Excel, Training, Recruitment, Performance Management, Communication, Employee Relations, HR Policies",7,0,0,0,0,5,Market Analysis - 2022 | Market Analysis - 2022 | Market Analysis - 2024 | Market Analysis - 2023 | HR Policy - 2021,3,"Deloitte, Cisco, SAP",1,0,1.8,Junior,1,"HR Analytics Certification, SHRM Certified, LinkedIn Recruiter Certification",3,1,0,1,0.5,6.96,1,Pune,1.03,1.4,0.72,0cd8875c
Marketing Specialist,STU001128,18,Female,Mumbai,Maharashtra,174696,Bachelor's,Pune University,Tier-2,Marketing,2025,7.51,8,"Email Marketing, Social Media, SEO, Brand Management, Content Marketing, Google Analytics, PPC",7,0,0,0,0,5,Financial Model - 2022 | Market Analysis - 2022 | HR Policy - 2022 | Financial Model - 2022 | Market Analysis - 2023,2,"Rivigo, Groww",1,0,1.3,Junior,1,SEMrush Certification,1,1,0,1,0.5,5.96,0,"Mumbai, Hyderabad",0.95,0.93,0.6,0cd8875c
Web Developer,STU002467,20,Male,Kolkata,West Bengal,472785,Bachelor's,IIT Roorkee,Tier-1,Web Development,2027,8.42,8,"CSS, JavaScript, MongoDB, Node.js, HTML, Git, React, Express",8,0,0,1,0,2,Weather App - 2021 | Task Manager - 2020,1,TCS,1,0,0.0,Fresher,0,None,0,0,1,1,1.0,6.17,0,"Mumbai, Pune, Delhi-NCR",0.84,0.8,0.57,0cd8875c
Web Developer,STU007366,23,Female,Chennai,Tamil Nadu,243241,Master's,NIT Calicut,Tier-2,Information Technology,2026,9.13,9,"JavaScript, Redux, MongoDB, TypeScript, Express, HTML, Node.js, React, Git, CSS",10,0,0,1,0,4,Task Manager - 2022 | Weather App - 2024 | Social Media App - 2021 | Weather App - 2021,2,"Wipro, Cisco",1,0,0.8,Junior,1,None,0,0,1,1,1.0,7.77,0,"Chennai, Hyderabad",1.06,1.0,0.68,0cd8875c
Web Developer,STU008051,19,Male,Bangalore,Karnataka,704444,Bachelor's,Amity University,Tier-2,Web Development,2027,6.6,7,"Git, CSS, TypeScript, React, HTML, Express, Redux, MongoDB, Node.js",9,0,0,0,0,4,Weather App - 2020 | E-commerce Platform - 2024 | E-commerce Platform - 2023 | Task Manager - 2024,0,None,0,0,0.0,Fresher,0,None,0,0,1,1,1.0,5.67,1,"Hyderabad, Pune, Mumbai",0.66,0.9,0.55,0cd8875c
UX Designer,STU004381,20,Male,Kolkata,West Bengal,485554,Bachelor's,IIT Kanpur,Tier-1,Design,2027,9.56,10,"Figma, Sketch, Adobe XD, Prototyping, User Research, Information Architecture, Wireframing",7,0,0,0,0,5,Weather App - 2022 | Task Manager - 2023 | Social Media App - 2022 | Weather App - 2020 | E-commerce Platform - 2020,1,Flipkart,1,0,0.0,Fresher,0,HFI Certification,1,1,1,1,1.0,7.97,0,"Chennai, Pune",0.96,0.93,0.63,0cd8875c
Mechanical Engineer,STU000446,24,Male,Bangalore,Karnataka,520785,Bachelor's,IIT BHU,Tier-1,Automobile Engineering,2025,8.6,9,"Manufacturing, CATIA, Thermodynamics, AutoCAD, SolidWorks, FEA, Fluid Mechanics",7,0,0,0,0,2,Circuit Design - 2022 | Circuit Design - 2024,1,Tata Motors,1,0,1.8,Junior,1,Six Sigma Green Belt,1,1,0,1,0.5,8.18,1,Chennai,1.17,0.93,0.65,0cd8875c
Web Developer,STU008424,21,Male,Delhi,Delhi,670258,Bachelor's,NIT Rourkela,Tier-2,Information Technology,2024,8.13,8,"MongoDB, React, JavaScript, Redux, Express, HTML",6,0,0,1,0,4,Social Media App - 2022 | E-commerce Platform - 2022 | Weather App - 2022 | Task Manager - 2020,2,"InMobi, Google",1,1,2.5,Mid-Level,1,AWS Certified Cloud Practitioner,1,1,1,1,1.0,8.85,1,"Chennai, Mumbai",1.22,0.8,0.62,0cd8875c
UX Designer,STU003911,26,Male,Hyderabad,Telangana,768239,Bachelor's,IIIT Hyderabad,Tier-1,Fine Arts,2028,8.47,8,"User Research, Adobe XD, Prototyping, Sketch, Information Architecture, Wireframing, Usability Testing, Figma",8,0,0,0,0,5,Social Media App - 2022 | Social Media App - 2021 | Social Media App - 2020 | E-commerce Platform - 2022 | Social Media App - 2024,1,SAP,1,0,0.0,Fresher,0,"Google UX Design Professional, NN/g UX Certification",2,1,1,1,1.0,9.33,1,"Bangalore, Mumbai, Pune",0.85,1.33,0.67,0cd8875c
Mechanical Engineer,STU001828,25,Male,Pune,Maharashtra,139847,PhD,VIT Vellore,Tier-2,Automobile Engineering,2025,7.67,8,"CATIA, SolidWorks, Manufacturing, Fluid Mechanics, FEA, Thermodynamics, AutoCAD",7,0,0,0,0,4,Bridge Design - 2022 | Thermal Analysis - 2021 | Circuit Design - 2021 | Circuit Design - 2022,3,"L&T, Mahindra, Reliance",1,0,1.7,Junior,1,None,0,0,0,1,0.5,13.68,1,"Mumbai, Bangalore, Delhi-NCR",1.03,0.7,0.57,0cd8875c
Product Manager,STU005760,24,Male,Ahmedabad,Gujarat,326377,Bachelor's,Xavier's Mumbai,Tier-2,Business Administration,2028,7.09,7,"Wireframing, User Stories, Analytics, JIRA, Agile, Market Research, MVP Development, Product Strategy",8,0,0,0,0,3,Marketing Campaign - 2020 | Financial Model - 2020 | Financial Model - 2023,1,VMware,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,17.03,1,"Pune, Bangalore, Chennai",0.71,0.8,0.53,0cd8875c
Financial Analyst,STU000207,26,Male,Jaipur,Rajasthan,921532,Bachelor's,Christ University,Tier-2,Commerce,2028,8.28,8,"Risk Analysis, Excel, Financial Modeling, Python, Valuation, Bloomberg",6,1,0,0,0,2,Marketing Campaign - 2022 | Market Analysis - 2020,0,None,0,0,0.0,Fresher,0,None,0,0,0,1,0.5,9.9,0,Bangalore,0.83,0.6,0.51,0cd8875c
HR Generalist,STU005518,19,Female,Chennai,Tamil Nadu,453885,Master's,IIM Kozhikode,Tier-1,Psychology,2027,9.38,9,"HR Policies, Training, Communication, Excel, Recruitment, Employee Relations, Performance Management",7,0,0,0,0,2,Marketing Campaign - 2022 | Marketing Campaign - 2021,0,None,0,0,0.0,Fresher,0,SHRM Certified,1,1,0,1,0.5,7.97,1,"Chennai, Bangalore, Mumbai",0.94,0.93,0.62,0cd8875c
Mechanical Engineer,STU008983,22,Male,Pune,Maharashtra,874252,Bachelor's,IIT Delhi,Tier-1,Automobile Engineering,2025,9.78,10,"AutoCAD, FEA, Fluid Mechanics, CATIA, SolidWorks, Manufacturing, Thermodynamics",7,0,0,0,0,2,Circuit Design - 2021 | Building Plan - 2020,2,"Bajaj Auto, Bajaj Auto",1,0,1.6,Junior,1,None,0,0,0,1,0.5,5.57,1,"Chennai, Bangalore, Hyderabad",1.29,0.7,0.63,0cd8875c
Marketing Specialist,STU005445,22,Male,Pune,Maharashtra,247349,PhD,Xavier's Mumbai,Tier-2,Marketing,2027,6.25,6,"SEO, Content Marketing, Email Marketing, Google Analytics, Social Media, PPC, Brand Management",7,0,0,0,0,3,Marketing Campaign - 2021 | Marketing Campaign - 2020 | Financial Model - 2024,2,"ShareChat, ShareChat",1,0,0.0,Fresher,0,None,0,0,0,1,0.5,13.38,1,"Bangalore, Chennai, Hyderabad",0.62,0.7,0.48,0cd8875c
Machine Learning Engineer,STU006129,21,Male,Delhi,Delhi,513858,PhD,IIT Guwahati,Tier-1,Computer Science,2027,8.15,8,"MLOps, NLP, Scikit-learn, TensorFlow, Computer Vision, Python, PyTorch, Deep Learning, Keras",9,1,0,0,0,5,Task Manager - 2020 | Task Manager - 2023 | Social Media App - 2022 | Task Manager - 2021 | E-commerce Platform - 2020,1,BYJU'S,1,0,0.0,Fresher,0,NVIDIA DLI Certifications,1,1,1,1,1.0,26.07,1,"Chennai, Hyderabad",0.82,1.2,0.64,0cd8875c
Marketing Specialist,STU002525,21,Male,Bangalore,Karnataka,927008,Master's,NMIMS,Tier-2,Business Administration,2026,6.17,6,"SEO, Content Marketing, Brand Management, Social Media, PPC, Email Marketing, Google Analytics",7,0,0,0,0,5,Market Analysis - 2021 | Market Analysis - 2024 | HR Policy - 2020 | Market Analysis - 2023 | Market Analysis - 2020,1,Oracle,1,0,0.5,Junior,1,Google Analytics Certification,1,1,0,1,0.5,11.42,1,"Bangalore, Mumbai",0.68,0.93,0.54,0cd8875c
Machine Learning Engineer,STU002729,24,Female,Delhi,Delhi,192744,Master's,IIT Hyderabad,Tier-1,Data Science,2026,7.47,7,"Scikit-learn, PyTorch, MLOps, NLP, Python, Computer Vision, Keras, TensorFlow",8,1,0,0,0,5,Social Media App - 2022 | Social Media App - 2023 | Social Media App - 2022 | E-commerce Platform - 2020 | Task Manager - 2022,1,Accenture,1,0,0.1,Junior,1,None,0,0,0,1,0.5,20.59,1,Mumbai,0.76,0.8,0.55,0cd8875c
Electrical Engineer,STU002402,26,Male,Ahmedabad,Gujarat,956142,Bachelor's,VIT Vellore,Tier-2,Electronics Engineering,2027,6.6,7,"Simulink, VLSI, Embedded Systems, MATLAB, PLC, Power Systems",6,0,0,0,0,2,Bridge Design - 2023 | Building Plan - 2020,1,L&T,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,8.34,1,"Mumbai, Pune",0.66,0.6,0.46,0cd8875c
Marketing Specialist,STU007601,22,Female,Delhi,Delhi,525082,Bachelor's,BHU,Tier-2,Business Administration,2024,8.62,9,"Brand Management, PPC, Email Marketing, SEO, Social Media, Content Marketing, Google Analytics",7,0,0,0,0,5,Marketing Campaign - 2023 | Marketing Campaign - 2023 | Market Analysis - 2024 | HR Policy - 2020 | Market Analysis - 2024,4,"Oracle, KPMG, PhysicsWallah, Capgemini",1,0,2.1,Mid-Level,1,"Facebook Blueprint, Google Analytics Certification",2,1,0,1,0.5,5.5,1,Chennai,1.22,1.17,0.71,0cd8875c
Electrical Engineer,STU002537,26,Male,Delhi,Delhi,337816,Master's,IIT Indore,Tier-1,Electrical Engineering,2026,7.64,8,"Simulink, VLSI, Circuit Design, Power Systems, Embedded Systems, MATLAB, PLC",7,0,0,0,0,5,Thermal Analysis - 2022 | Bridge Design - 2022 | Circuit Design - 2021 | Bridge Design - 2022 | Bridge Design - 2024,3,"Samsung, Schneider Electric, Siemens",1,0,0.8,Junior,1,MATLAB Certified,1,1,0,0,0.0,7.93,1,"Pune, Mumbai, Bangalore",0.89,0.93,0.59,0cd8875c
HR Generalist,STU008949,26,Female,Ahmedabad,Gujarat,876634,Bachelor's,St. Stephens Delhi,Tier-2,Business Administration,2028,6.63,7,"Recruitment, Communication, HR Policies, Excel, Training, Employee Relations, Performance Management",7,0,0,0,0,2,Market Analysis - 2020 | Market Analysis - 2023,0,None,0,0,0.0,Fresher,0,SHRM Certified,1,1,0,1,0.5,7.03,1,"Hyderabad, Pune, Bangalore",0.66,0.93,0.54,0cd8875c
Marketing Specialist,STU007705,23,Male,Ahmedabad,Gujarat,930916,Bachelor's,Madras University,Tier-2,Business Administration,2024,9.02,9,"PPC, Content Marketing, Social Media, SEO, Google Analytics, Brand Management, Email Marketing",7,0,0,0,0,5,Market Analysis - 2021 | Marketing Campaign - 2021 | HR Policy - 2020 | Market Analysis - 2023 | Financial Model - 2020,2,"KPMG, Zerodha",1,0,2.4,Mid-Level,1,SEMrush Certification,1,1,0,1,0.5,8.77,0,"Mumbai, Delhi-NCR",1.33,0.93,0.68,0cd8875c
Research Scientist,STU007441,19,Female,Delhi,Delhi,736900,Bachelor's,St. Stephens Delhi,Tier-2,Physics,2027,6.78,7,"Technical Writing, Lab Techniques, Python, R, Research Methodology, Data Analysis, Grant Writing",7,1,0,0,0,5,Research Paper - 2023 | Data Collection - 2023 | Lab Experiment - 2020 | Lab Experiment - 2021 | Data Collection - 2022,2,"Wipro, BlackBuck",1,0,0.0,Fresher,0,None,0,0,0,1,0.5,7.13,0,"Pune, Hyderabad",0.68,0.7,0.49,0cd8875c
UX Designer,STU003378,22,Female,Lucknow,Uttar Pradesh,222064,Bachelor's,Shiv Nadar University,Tier-2,Design,2026,9.1,9,"Adobe XD, Figma, User Research, Prototyping, Information Architecture, Usability Testing, Sketch",7,0,0,0,0,4,Task Manager - 2022 | Weather App - 2024 | Weather App - 2022 | Weather App - 2024,4,"Google, Directi, Deloitte, KPMG",1,1,0.1,Junior,1,None,0,0,1,1,1.0,7.14,1,"Hyderabad, Delhi-NCR",0.93,0.7,0.56,0cd8875c
Marketing Specialist,STU002565,23,Male,Lucknow,Uttar Pradesh,616171,Bachelor's,NMIMS,Tier-2,Mass Communication,2027,7.19,7,"Email Marketing, Google Analytics, Social Media, Brand Management, PPC, SEO, Content Marketing",7,0,0,0,0,2,Market Analysis - 2023 | Financial Model - 2024,0,None,0,0,0.0,Fresher,0,"Facebook Blueprint, SEMrush Certification",2,1,0,1,0.5,7.68,0,"Hyderabad, Pune",0.72,1.17,0.6,0cd8875c
Product Manager,STU000057,18,Male,Chennai,Tamil Nadu,566339,Bachelor's,BHU,Tier-2,MBA,2025,7.38,7,"MVP Development, Product Strategy, User Stories, Wireframing, Analytics, Agile, JIRA, Market Research",8,0,0,0,0,5,Market Analysis - 2022 | Marketing Campaign - 2023 | Market Analysis - 2024 | Financial Model - 2024 | Financial Model - 2023,1,Cognizant,1,0,1.3,Junior,1,Certified Scrum Product Owner,1,1,0,1,0.5,15.98,1,Pune,0.93,1.07,0.63,0cd8875c
Electrical Engineer,STU000560,23,Female,Mumbai,Maharashtra,703075,Bachelor's,Thapar University,Tier-2,Electrical Engineering,2024,7.79,8,"Power Systems, VLSI, Embedded Systems, PLC, MATLAB, Simulink, Circuit Design",7,0,0,0,0,5,Thermal Analysis - 2020 | Bridge Design - 2021 | Circuit Design - 2023 | Building Plan - 2022 | Building Plan - 2020,1,Tata Motors,1,0,2.1,Mid-Level,1,Certified Automation Professional,1,1,0,1,0.5,7.52,1,Delhi-NCR,1.11,0.93,0.63,0cd8875c
Financial Analyst,STU005737,20,Female,Chennai,Tamil Nadu,280192,Master's,IIM Shillong,Tier-1,Commerce,2026,7.49,7,"Financial Modeling, Valuation, Bloomberg, Python, Excel, Accounting, Risk Analysis",7,1,0,0,0,4,Marketing Campaign - 2021 | Market Analysis - 2021 | Financial Model - 2023 | HR Policy - 2020,3,"Zerodha, Wipro, Razorpay",1,0,0.8,Junior,1,CFA Level 1,1,1,0,1,0.5,16.15,1,Hyderabad,0.87,0.93,0.59,0cd8875c
